Mot,Occurences
enfant,186
lait,96
mere,89
femme,66
sein,63
nourrice,60
mois,39
enfants,35
femmes,34
temps,32
donner,30
jours,26
prendre,24
lenfant,24
nourrir,24
chapitre,23
celui,23
meres,23
jour,22
presque,22
donne,19
sante,19
allaitement,19
maternel,19
enfin,18
grossesse,18
sommeil,18
heures,18
moment,18
assez,18
done,18
jusqu,17
sevrage,17
premiers,17
maniere,16
besoin,16
entre,16
bras,15
jamais,15
soins,15
naissance,15
apres,15
point,15
fant,14
usage,14
corps,14
cris,14
voir,14
yous,14
premier,14
sang,14
contre,13
moyen,13
nour,13
nourrices,13
quil,13
vers,13
partie,13
teter,13
tete,13
bouche,13
quelque,13
hygiene,13
epoque,12
peine,12
froid,12
suite,12
quelquefois,12
bonne,12
influence,12
grande,12
campagne,12
puis,12
qualite,12
bout,11
aliments,11
enceinte,11
dents,11
avee,11
premiere,11
grand,11
pratique,11
vient,11
laisser,11
lorsque,11
nest,11
force,11
rien,11
gallica,11
bientot,11
cuap,11
berceau,11
lorsqu,10
celles,10
bains,10
developpement,10
crainte,10
nourrisson,10
plusieurs,10
forme,10
fants,10
choix,10
nourriture,10
succion,10
nouveau,10
lallaitement,10
constitution,10
parents,9
mouvements,9
porter,9
renoncer,9
effet,9
repos,9
exercice,9
soin,9
autant,9
suivre,9
mieux,9
seul,9
cing,9
trouve,9
maladies,9
mamelon,9
famille,9
regime,9
contenus,9
nuit,9
fievre,9
dela,8
nuisibles,8
raison,8
veulent,8
craindre,8
position,8
cause,8
circonstances,8
monde,8
porte,8
peau,8
long,8
jambes,8
quils,8
groupe,8
heure,8
passions,8
homme,8
nombre,8
certaines,8
venfant,8
terre,8
reutilisation,8
amour,8
tele,7
jait,7
gout,7
mamelle,7
devoirs,7
accidents,7
vingt,7
auteur,7
sentiments,7
cependant,7
biberon,7
dire,7
pourrait,7
nourrilure,7
pres,7
facilite,7
loin,7
suivant,7
chevre,7
naitre,7
mesure,7
animaux,7
rendre,7
villes,7
part,7
habitude,7
memes,7
celle,7
propre,7
source,7
aliment,7
doux,7
regles,7
crie,7
faible,7
teler,6
cetle,6
petits,6
sorte,6
dangereux,6
elre,6
mode,6
poitrine,6
jeunes,6
ventre,6
ailleurs,6
delicate,6
devient,6
membres,6
moindre,6
petit,6
tenir,6
rester,6
huit,6
lieu,6
haut,6
ordinairement,6
devant,6
cesser,6
presente,6
eviter,6
prennent,6
voit,6
repas,6
meme,6
contraire,6
pieds,6
vallaitement,6
qualites,6
liquide,6
chose,6
regle,6
souffrir,6
lage,6
general,6
quwils,6
laquelle,6
hommes,6
fail,6
tantot,6
grandes,6
procurer,6
place,6
parmi,6
plaisir,6
pourra,6
boisson,6
physiques,6
jeune,6
cantel,6
faisant,6
forte,6
tard,6
vigueur,6
propriete,6
rice,6
voix,6
maladie,6
accouchement,6
nuisible,6
mettre,6
crier,6
semaine,5
demi,5
secretion,5
toilette,5
chacun,5
exemple,5
produit,5
enceintes,5
penible,5
causes,5
funeste,5
systeme,5
cole,5
afin,5
pris,5
mouvement,5
soutenir,5
ensuite,5
canines,5
generale,5
travail,5
visage,5
premieres,5
semaines,5
aucun,5
terme,5
ments,5
forces,5
inutile,5
lion,5
docteur,5
delivrance,5
garantir,5
personnes,5
pays,5
plantes,5
coup,5
humide,5
affections,5
chaleur,5
idee,5
deja,5
organes,5
suffit,5
yeux,5
estomac,5
table,5
gustave,5
education,5
personne,5
bibliotheque,5
sortir,5
serail,5
former,5
existence,5
nourrissent,5
pere,5
prend,5
meeurs,5
fils,5
avantages,5
placer,5
droit,5
conditions,5
seuls,5
possible,5
confie,5
rousseau,5
retire,5
condition,5
fort,5
cher,5
puisse,5
moyens,5
durant,5
presenter,5
facilement,5
allaiter,5
robuste,5
suile,4
gras,4
sucer,4
nourri,4
